commitment,commitment_key,cost_type,on_demand_cost,amortized_cost,savings_dollars,effective_savings_rate
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,15.516301245699994,9.065820041600004,6.45048120409999,0.4157228647444313
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,AWS#Compute-EC2#eu-west-3#t3a#RunInstances#shared,Usage with Discount,13.575256605099998,7.921561501599999,5.653695103499999,0.41647058821532695
arn:aws:savingsplans::559750980952:savingsplan/2697b084-02ab-5e6d-2b36-952c2292ddc0,AWS#Compute-EC2#eu-west-3#r5a#RunInstances#shared,Usage with Discount,11.5493270144,6.0873914959,5.461935518499999,0.4729224059280611
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-west-3#c5a#RunInstances#shared,Usage with Discount,10.3252775528,5.7441447924,4.581132760399999,0.4436813186835536
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,11.024119101700002,6.4542339155000095,4.5698851861999925,0.4145351790961041
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,Usage with Discount,8.544913084200001,5.021730637200001,3.523182447,0.4123134328322838
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#m5#RunInstances#shared,Usage with Discount,6.533530103699998,3.733445773400001,2.8000843302999967,0.42857142859329345
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-central-1#t3#RunInstances#shared,Usage with Discount,6.552225870500002,3.8464900434999976,2.7057358270000043,0.4129491077500857
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,5.771682055000004,3.3756280055000016,2.3960540495000022,0.4151396467558885
arn:aws:savingsplans::559750980952:savingsplan/3a009073-162b-72c7-ca88-9c12cea624b7,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,5.589799743499999,3.2642330761,2.3255666673999986,0.4160375637972082
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#t3#RunInstances#shared,Usage with Discount,4.809525497900001,2.8278139530000006,1.9817115449000005,0.41203888944247863
arn:aws:savingsplans::559750980952:savingsplan/2697b084-02ab-5e6d-2b36-952c2292ddc0,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,3.916102582600004,2.2944931732000007,1.6216094094000035,0.4140875718131403
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#t3#RunInstances#shared,Usage with Discount,3.1941281581,1.8677529055000004,1.3263752525999994,0.4152542374470605
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,Usage with Discount,2.8277126226000004,1.6618087238,1.1659038988000003,0.41231343294283745
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#c5a#RunInstances#shared,Usage with Discount,2.5629372258000007,1.4258098587000005,1.1371273671000002,0.4436813183144019
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-west-1#g5.4xlarge#RunInstances#shared,Usage with Discount,2.2040156748,1.1901687074999998,1.0138469673000001,0.4599998896976992
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,2.047477151800001,1.1951616719000004,0.8523154799000003,0.4162759419076805
arn:aws:savingsplans::559750980952:savingsplan/14ca4d5b-b9df-8430-2119-7e805f38ec7c,AWS#Compute-EC2#eu-west-3#t3a.large#RunInstances:0002#shared,Usage with Discount,2.6109777394,1.7924385369000002,0.8185392024999998,0.31349911190284574
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,1.1340097503,0.6630139183,0.47099583199999995,0.41533666873269737
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,0.7700996858,0.44993292439999993,0.32016676140000006,0.4157471653392539
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,0.6014146668,0.3508252223,0.2505894445,0.41666666666666663
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,AWS#Compute-EC2#us-east-1#t3#RunInstances#shared,Usage with Discount,0.4947973471999999,0.24502836800000005,0.24976897919999985,0.5047904573729289
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-1#g5.4xlarge#RunInstances#shared,Usage with Discount,0.32577771120000004,0.17592000000000002,0.14985771120000002,0.45999988964254224
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-west-1#g5.4xlarge#RunInstances#shared,Usage with Discount,0.2414226107,0.1303682364,0.11105437430000001,0.4599998897286384
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,AWS#Compute-EC2#us-east-1#t2#RunInstances#shared,Usage with Discount,0.0004672248,0.0002336124,0.0002336124,0.5
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t3#CreateDBInstance:0002#unknown-tenancy,On Demand Usage,0.00333332,0.00333332,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#t3#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,9465.154000000884,9465.154000000884,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#m5#CreateDBInstance:0002#unknown-tenancy,On Demand Usage,791.8020000000024,791.8020000000024,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#m5#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,427.4500000000029,427.4500000000029,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#m6gd#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,2682.7710920640147,2682.7710920640147,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#r6g#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,272.9878400679998,272.9878400679998,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#m6i#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,839.9899482480079,839.9899482480079,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t3#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,1171.1757207149942,1171.1757207149942,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t3#CreateDBInstance:0016#unknown-tenancy,On Demand Usage,0.031999872,0.031999872,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t4g#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,4191.857901546678,4191.857901546678,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#m6g#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,4210.476000000183,4210.476000000183,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#r7g#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,0.526,0.526,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#t2#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,1031.3009999999535,1031.3009999999535,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#t3#CreateDBInstance:0002#unknown-tenancy,On Demand Usage,441.31814322399003,441.31814322399003,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#t4g#CreateCacheCluster:Valkey#unknown-tenancy,On Demand Usage,694.6559999999859,694.6559999999859,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-west-3#m7g#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,2264.807999999988,2264.807999999988,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-west-3#r5#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,1115.2239999999906,1115.2239999999906,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-west-3#t3#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,336.9839999999987,336.9839999999987,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#m5#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,89.09135106399992,89.09135106399992,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#m6g#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,12236.64869927651,12236.64869927651,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#m4.large.search#ESDomain#unknown-tenancy,On Demand Usage,1205.4600000000107,1205.4600000000107,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#m6g.large.search#ESDomain#unknown-tenancy,On Demand Usage,2154.086999999995,2154.086999999995,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#r6g.large.search#ESDomain#unknown-tenancy,On Demand Usage,4375.521999999966,4375.521999999966,0.0,0.0
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-11-12-21-07-48-094,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#r5#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,3281.782023071959,3281.782023071959,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#c5#RunInstances#shared,On Demand Usage,30.1365472031,30.1365472031,0.0,0.0
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-09-08-19-50-58-286,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-west-3:662505700522:ri:ri-2020-12-12-17-00-30-177,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-west-3:662505700522:ri:ri-2024-12-18-00-19-16-764,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#Compute-EC2#eu-west-3#t3a.large#RunInstances:0002#shared,On Demand Usage,414.06525155940125,414.06525155940125,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#t3a#RunInstances#shared,On Demand Usage,1079.516154307188,1079.516154307188,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#t3#RunInstances#shared,On Demand Usage,705.046192401194,705.046192401194,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,On Demand Usage,99.67892510249997,99.67892510249997,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#m5a#RunInstances#shared,On Demand Usage,1037.3232307667981,1037.3232307667981,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#m5#RunInstances#shared,On Demand Usage,89.83551655410002,89.83551655410002,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,On Demand Usage,31.99966161029987,31.99966161029987,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#t3#RunInstances#shared,On Demand Usage,837.5986569623938,837.5986569623938,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,On Demand Usage,317.2098923934012,317.2098923934012,0.0,0.0
arn:aws:rds:eu-central-1:559750980952:ri:ri-2022-02-14-20-06-54-687,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#Database-OpenSearch#eu-central-1#r7g.xlarge.search#ESDomain#unknown-tenancy,On Demand Usage,6704.411999999722,6704.411999999722,0.0,0.0
arn:aws:elasticache:eu-central-1:559750980952:reserved-instance:id-3b2c4092-4420-0ba5-fdb1-f8a87e2b8fef,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-central-1:559750980952:ri:ri-2024-12-03-10-40-13-420,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#Compute-EC2#eu-central-1#m5#RunInstances#shared,On Demand Usage,6393.807604128093,6393.807604128093,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#m5a#RunInstances#shared,On Demand Usage,1348.171323036994,1348.171323036994,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#t3#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,360.55400000000253,360.55400000000253,0.0,0.0
arn:aws:savingsplans::527480136527:savingsplan/a9d1bd04-6131-0469-3864-4b0a53404d40,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/2697b084-02ab-5e6d-2b36-952c2292ddc0,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/14ca4d5b-b9df-8430-2119-7e805f38ec7c,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/cac09992-4bf9-3209-ef4b-59df8b3feb5a,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/dabfdc27-c2b1-f42d-1b84-da1967c90456,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/d6db1c6b-570a-bf0e-2daf-1b95e174970f,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/1efce2ef-7ba3-e057-7379-e60c1eda55b5,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::662505700522:savingsplan/ed57fe40-deab-c41e-ba1c-28fe6a8746ef,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/3a009073-162b-72c7-ca88-9c12cea624b7,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#t2.small.search#ESDomain#unknown-tenancy,On Demand Usage,273.7979999999994,273.7979999999994,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#t3.medium.search#ESDomain#unknown-tenancy,On Demand Usage,3439.296000000112,3439.296000000112,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#m5#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,10404.467999999852,10404.467999999852,0.0,0.0
arn:aws:savingsplans::527480136527:savingsplan/5904150c-b018-4c2d-9a81-9f6f355a89e1,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/450993cf-80c3-57bf-f7ca-4a2a5b89a6c1,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/eda5f203-29b6-c471-c841-9ad0b0c71d19,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2025-05-16-02-02-53-030,None,Unused Commitment,0.0,0.00948422,-0.00948422,
arn:aws:elasticache:eu-west-3:662505700522:reserved-instance:ri-2023-07-02-22-20-36-748,None,Unused Commitment,0.0,0.02006333,-0.02006333,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2025-05-07-19-33-37-706,None,Unused Commitment,0.0,0.034288,-0.034288,
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-06-15-07-23-35-970,None,Unused Commitment,0.0,0.04928911,-0.04928911,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2024-08-05-10-43-55-091,None,Unused Commitment,0.0,0.06245611,-0.06245611,
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,None,Unused Commitment,0.0,0.21170592049999992,-0.21170592049999992,
arn:aws:elasticache:eu-west-3:527480136527:reserved-instance:ri-2021-12-24-02-33-41-305,None,Unused Commitment,0.0,0.73304667,-0.73304667,
arn:aws:savingsplans::662505700522:savingsplan/74c6fcdb-c971-62b5-6550-7ac3bde8f89f,None,Unused Commitment,0.0,3.256217856,-3.256217856,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2024-12-21-18-03-25-155,None,Unused Commitment,0.0,7.729567150000001,-7.729567150000001,
arn:aws:savingsplans::527480136527:savingsplan/cab8d140-aab9-763d-5f44-cfa246321d27,None,Unused Commitment,0.0,8.347932976,-8.347932976,
arn:aws:elasticache:us-east-1:662505700522:reserved-instance:ri-2023-07-09-14-43-01-278,None,Unused Commitment,0.0,155.75528,-155.75528,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2024-04-06-12-21-55-317,None,Unused Commitment,0.0,274.79612916,-274.79612916,
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-01-13-06-24-24-124,None,Unused Commitment,0.0,6550.89765214,-6550.89765214,
